StationName
黎明路口
輕軌耕莘安康院區站(車子路)
安康車子路口
台北菸廠
浪漫貴族
公崙新村(豐榮醫院)
安康派出所
光華新村(安康路)
安華路口
下城社區
胡璉故居紀念館
頂城
大坪頂
溪頭
碧潭橋頭
檳榔路
捷運新店區公所站(北新)
七張(北新路)
捷運七張站
新店郵局
大坪林
