StationName
捷運昆陽站
南港高中
土地公廟
東明里/臺北流行音樂中心
南港輪胎
台肥新村
南港行政中心
南港高工(南港路)
南港
南港展覽館
誠正國中
南港水廠
圓拱橋
中研新村
中研院
舊莊一站
舊莊國小
舊莊
舊莊二站
茶葉製造示範場
光明里
光明寺
