StationName
仙公廟
博愛新村(三民街)
三重商工(三民街)
忠孝三民街口
三重商工(中正北路)
博愛新村
仙公廟
穀保家商
褒仔寮
大同新村
永安里
和平路口
蘆洲監理站
蘆洲派出所
溪墘
捷運徐匯中學站(集賢路)
尼加拉瓜公園
集賢路
家樂福
分子尾
新北高中
五華國小
重陽橋
陽明高中
士林區行政中心(中正)
士林國中
捷運士林站(中正)
