StationName
林口轉運站
國道1號41Km(虛擬站不停靠)
高公局
國道1號33Km(虛擬站不停靠)
啟聰學校
酒泉重慶路口
大龍峒保安宮
庫倫街
庫倫街口
民族承德路口
大同國小
成淵高中
民生西路口
