StationName
板橋後站
干城路口
廣福公園
五權公園
壽德街口
華安街口
自強國小
國光派出所
莒光路
莒光德光路口
國泰街口
電信訓練所
民族區運路口
新北市政府(新府路)
新北板橋公車站(新府路)
萬坪公園
捷運府中站(府中路)
