StationName
萬里國小
萬里區公所
萬里國中
萬里公有零售市場
美崙
翡翠灣
東澳
野柳
港西
台電北展館
頂寮
大鵬國小
大鵬派出所
加投里
自強路口
獅頭山公園(老街溫泉區)
龜子山
田心子
金山醫院
