StationName
中生橋頭
大崎腳
青潭廠
郵政橋
青潭國小一
青潭新村
土銀訓練中心
青潭(北宜路)
青潭一
新店國小
文山國中
碧潭
捷運新店站(北新路)
碧潭橋頭
檳榔路
捷運新店區公所站(北新)
中正路口
崇光中學
中正國宅
耕莘醫院(中正路)
廿張路
廿張路口
花開富貴
遠東工業城
莊敬中學/人權博物館
捷運十四張站
央北社會住宅
十四張歷史公園
央北二路
新店高中
中央新村(央北一路)
湯泉美地
湯泉社區
溪園路255巷口
蘭莊
十四張路口
捷運十四張站
溪園路101巷
復興路秀朗橋下
