StationName
富德
象頭埔
萬福橋
石壁坑
風動石
博嘉國小
軍功新村
萬芳社區(和平)
和平東路4段
名門社區
臥龍新村
大我新舍
麟光站
黎忠市場
富陽街口
捷運六張犁站(和平)
和平安和路口
成功國宅
大安國中
信義敦化路口
仁愛國中
安和敦化路口
捷運忠孝敦化站
市民大道口
市立體育場
臺北小巨蛋
長庚醫院
富錦街口
民權東路口
中華航空
民權公園
民權國小
三民國小
民權大橋
時報廣場
麗寶大樓
公館山
瑞光路
瑞光港墘路口
仁寶大樓
基湖路口
治磐新村
文湖國小
美麗華
捷運劍南路站
自強隧道
植福宮
捷運大直站
大直高中
空軍司令部
忠烈祠
中央電台
圓山大飯店
劍潭
捷運劍潭站(北藝中心)
