StationName
東方山河社區
鄉長路一段
崇義高中(忠孝東路)
橋東
摩登家庭社區
汐止後車站
秀峰高中(忠孝東路)
汐止行政中心
汐止農會
連興街口
東方科學園區
遠東世界中心
天良電視台
橫科
捷運南港展覽館站(南港路)
南港展覽館
南港軟體園區南站
南港軟體園區北站
捷運南港軟體園區站
環東大道口
國道3號14Km(虛擬站不停靠)
寶興路口
寶橋路口
寶中路口
中興路三段
捷運大坪林站(民權路)
民權路口
民權工業區
民權工業區一
花開富貴
廿張路口
廿張路
耕莘醫院(中正路)
中正國宅
崇光中學
中正路口
捷運新店區公所站(北新)
檳榔路
碧潭橋頭
溪頭
大坪頂
頂城
胡璉故居紀念館
下城社區
安華路口
光華新村(安康路)
輕軌安康站
及人中學
