StationName
捷運淡水站
捷運淡水站
永樂巷口(中山市場)
北淡水
頂好
正德國中
台電宿舍
福德宮
三塊厝
康厝
謝祖厝
謝厝
紅柿仔腳
水源國小
水梘頭
天元宮
破布子腳
山仔頂
觀光果園
大溪橋
興旺養蜂場
田心子
溫莎公爵
興華國小
北新莊
磁磚工廠
龜子山橋
鹿寮崎
石糟坑
圓山頂
福圓路口
後店
戲埔
公埔
黑得公仔
埔尾
崎頭
馬偕護專三芝校區
崎頂
中興街
三芝
埔坪
頂埔坪
布逢埼
芝柏山莊
茂長
埤仔頂
圳邊
圳邊一
大坑
大坑一
橫山
橫山國小
橋頭
叉路口
內橫山
