StationName
五股站
陸光國宅一
陸光國宅
五福社區
社區活動中心
永豐商業銀行
洲仔橋
成泰路三段
坑口
洲仔
成功里
西雲寺
五府千歲
成州國小
五股郵局
新興公寓
灰瑤
捷運蘆洲站
民族路口
空中大學(三民路)
捷運三民高中站
蘆洲區公所
鷺江國小(三民路)
溪墘
捷運徐匯中學站(集賢路)
尼加拉瓜公園
集賢路
家樂福
分子尾
新北高中
