StationName
職能發展學院二
職能發展學院
東山路
天母國中
忠誠路口
三玉宮
天母廣場
天母新村
天母
天母
農訓協會
天母新村
天母廣場
台北美國/日僑學校
賴厝
士東國小
克強游泳池
士林電機(中山德行路口)
德行(中山忠誠路口)
福林橋
捷運士林站(中山)
台電台北北區營業處
銘傳大學
捷運劍潭站(中山)
劍潭
臺北市立美術館
大同大學
大同公司(晴光市場)
台泥大樓(馬偕醫院)
國賓飯店
中山市場
行政院
臺北車站(忠孝)
中華路北站
捷運西門站
小南門
聯合醫院和平院區
大埔街
廈安里
南機場公寓
中華南海路口
國興路口
古亭國中
萬華醫院
青年公園(交通教學區)
青年公園(馬場町)
