StationName
藝香公園(果菜市場)
新月橋
新月一街
板橋國中(435藝文特區)
港尾
港尾福德宮
大庭新村
社后
板橋戶政事務所(黃石中繼市場)
北門街
捷運府中站(府中路)
萬坪公園
板橋車站(文化路)
中山國中
致理科技大學
捷運新埔站(文化路)
新北市議會
江翠國中
捷運江子翠站
華江橋
中國時報
捷運龍山寺站
龍山國中
小南門
捷運西門站
中華路北站
捷運北門站
臺北車站(鄭州)
中山市場
國賓飯店
台泥大樓(馬偕醫院)
大同公司(晴光市場)
大同大學
臺北市立美術館
劍潭
銘傳大學
台電台北北區營業處
士林官邸(中山)
福林橋
捷運芝山站(福國)
