StationName
基隆市界(明德三路)
摩天鎮
亞太科技園區
保長坑
保安里
長安里
崇義高中(五堵車站)
國泰醫院
汐止
汐止公園
汐止國小
汐科站北站
遠東科技中心
汐科站南站
昊天嶺
聯合報總部
樟樹灣
南樟樹灣
天良電視台
橫科
捷運南港展覽館站(南港路)
捷運南港展覽館站(經貿二)
環東大道口
松山高中(基隆路)
聯合報
捷運國父紀念館站(忠孝)
交通部觀光署
阿波羅大廈
捷運忠孝敦化站
頂好市場
捷運忠孝復興站
正義郵局
臺北科技大學(建國)
忠泰美術館
懷生國小
