StationName
新莊區公所
建中街58號
新泰活動中心
稅捐處
公園一路
景德路口
豐年國小
瓊泰活動中心
新莊區農會
瓊英巷口
瓊林南路
北基加油站
建國一路
捷運輔大站(建國一路)
三洋(建福路)
宏泰社區
後港一路99號
後港公園
建安街86號
鴻金寶(八德里)
八德街113巷口
龍安大第
萬安公園
裕民國小
丹鳳高中
中正龍安路口
捷運迴龍站
丹鳳國小
天祥街10號
天祥街47巷口
天祥街91巷口
天祥街138號
新北大道天祥街口
星光大廈
雙鳳福德宮
