StationName
師大(林口校區)
觀景台
國家大苑社區
粉寮路
醒吾科技大學
林口
林口農會
林口農會二
頭湖路口
中華電信
中湖里
溫哥華社區
林口國民運動中心
文化二路中山路口
富貴森林公園
未來市社區
空間樂園社區
世貿芳鄰
忠孝路口
扶輪公園
文化三路忠孝路口
未來城社區
行政園區
捷運林口站
華夏大飯店
醫學大樓
長庚醫院
國道1號41Km(虛擬站不停靠)
高公局
國道1號25Km(虛擬站不停靠)
啟聰學校
酒泉重慶路口
民族重慶路口
蘭州國中
民族承德路口
