StationName
中和站
中和國民運動中心
連城路口
連城錦和路口(暫時裁撤)
台貿一村
中和國稅局
連城景平路(暫時裁撤)
連城中和路口
中和廟口
中和派出所
南山高中
雙和里
安和路口
景新街口
捷運景安站
南山捷運路
外南站
壽南里
中和國中
捷運南勢角站
南勢角(興南路)
南勢角(景平路)
捷運景平站
景平路景德街口
秀景里
范厝
秀朗路三段70巷
劉厝
六合社區
得和路(民生路)
永元路
福和國中
永利路
福和里
福和路
永和區公所(竹林路)
網溪國小一
網溪國小
竹林路口
中正橋頭
重慶南路三段(中正橋)
聯合醫院婦幼院區
聯合醫院婦幼院區一
南昌路
南門
一女中(公園)
一女中(貴陽)
博愛路
