StationName
職能發展學院
東山路
天母國中
忠誠路口
市立臺北特教學校
天母棒球場(忠誠)
蘭雅國中
蘭雅新城
雨農國小
忠誠公園
德行(中山忠誠路口)
福林橋
捷運士林站(中山)
台電台北北區營業處
銘傳大學
捷運劍潭站(中山)
劍潭
民族東路口
稻江護校
中山國小(新生)
民權吉林路口
捷運行天宮站(松江路)
長春一江街口
吉林國小
捷運松江南京站
南京建國路口
南京龍江路口
捷運南京復興站
南京敦化路口(小巨蛋)
南京寧安街口
南京三民路口
南京公寓(捷運南京三民)
東興路一
東興路
興雅國小
國民住宅
永吉松山路口
捷運後山埤站(永吉)
聯合醫院忠孝院區
國華新村
陸軍後勤指揮部
捷運昆陽站
南港高中
南港分局(向陽)
石潭公園
蘆洲里
安康路
內湖焚化廠(安康)
