StationName
國立臺灣戲曲學院
內湖派出所
碧湖國小
捷運內湖站(內湖)
貿商三村
碧山路口
碧霞宮
圓覺寺(鯉魚山)
碧山巖(白石湖吊橋)
城門仔(玄明宮)
恆光禪寺
石崁
