StationName
三峽二站
姑娘廟
大義路口
大學風呂(大義路)
海洋公園
學勤路
臺北大學正門
大學學成路口
學成路
龍恩公園
三峽國中一
三峽國中
復興路
三峽老街(復興路)
礁溪里
介壽國小
怡華
介壽路一段412巷
員潭仔溝
溪南里
林厝
橫溪
介壽路三段
加油站
溪北里
龍田社區
長壽山
德門廟
媽祖田
太陽城社區
頂埔國小
頂埔
捷運頂埔站
大暖路口
土城工業區
福德宮
土城國中
中央路三段
捷運永寧站
忠義路口
土城區公所
捷運土城站
土城醫院
柑林橋
新北高工(金城)
裕民路口(金城路)
中正國中
臺灣新北地方法院(金城)
清水國小
永豐路口
平和里
變電所
駕訓中心
中和高中
連城路
連城中正路口
連城錦和路口(暫時裁撤)
台貿一村
中和國稅局
連城景平路(暫時裁撤)
連城中和路口
廟美里
南山高中(中山路)
佳和公園
保生路口
永平高中
中山路口
捷運頂溪站
中正橋頭
重慶南路三段(中正橋)
寧波重慶路口
中正二分局
臺北法院
小南門(和平院區)
捷運西門站
中華路北站
