StationName
蘆洲站
九芎街口
九芎廟
萬全市場
光華和平路口
光華中正路口
湧蓮寺
捷運三民高中站(復興路一)
捷運三民高中站(復興路)
民權路口
復興路
護天宮
中興街(復興路)
中興街(民族路)
玉清宮
信義路
信義路口
徐匯中學
幸福市場
建和新村
捷運三和國中站
自強路口
溪尾街口
仁政街
福隆路
仁愛街
自強路五段
五華街
碧華國小
集英路
三賢集智街口
信賢街
新北高中
五華國小
