StationName
捷運劍潭站(北藝中心)
陽明戲院
士林分局
士林區農會
捷運士林站(中正)
福林國小
士林官邸(中正)
泰北中學
雙溪公園
梅林新村
東吳大學(錢穆故居)
外雙溪(至善)
故宮博物院
衛理女中(原住民文化主題公園)
至善國中
雙溪別墅
劍南橋
大經橋
外雙溪橋
內雙溪橋
嶺腳
沙崙一
沙崙
川瀨
前半嶺
半嶺一
半嶺
福德宮
大坪尾一
大坪尾
平菁街116巷口
我家花園
福德祠
鵝尾山步道口
平等國小
平等里
內厝
玉皇宮
平菁街93巷一
平菁街93巷
平菁街93巷二
