StationName
輕軌雙城站
安坑輕軌機廠
頂好社區
安泰路60巷口
璦丁堡社區
安泰路19巷口
安泰安康路口
二城
中央印製廠
雙城安康路口
喜洋洋社區活動中心
裕合四街口
和成路12巷
輕軌雙城站
