StationName
捷運頂溪站
中興街口
永平高中
佳和公園
南山高中(中山路)
連城中和路口
台貿一村
連城中正路口
連城路
中和高中
駕訓中心
平和里
永豐路口
臺灣新北地方法院(金城)
中正國中
裕民路口(金城路)
新北高工(金城)
柑林橋
土城醫院
捷運土城站
捷運永寧站
土城國中
捷運頂埔站
