StationName
新市站
勤家捷奏社區
龍騰區
鳳翔區
公23公園
皇城家天下社區
後洲新市三路口
理想家社區(新市二路)
淡海國小
新市二路二段
沙崙新市二路口
涵月社區
大龜崙福德宮
新市二路四段
公司田溪橋
中山濱海路口
淡水行政中心
外寮
米粉寮
水碓子
頂好
北淡水
永樂巷口(中山市場)
華南銀行
捷運淡水站
運動公園
外竿蓁林
竿蓁林
輕軌紅樹林站
捷運紅樹林站
八勢里
竹圍國小
安老所
馬偕醫院
捷運竹圍站
許厝
關渡大橋一
外獅頭
獅仔頭
成泰路口
成德公園
新興公寓
五股郵局
成州國小
五府千歲
西雲寺
成功里
洲仔
坑口
成泰路三段
洲仔橋
五股服務社
五股區公所(五股公有市場)
中興路三段
台64線17Km(虛擬站不停靠)
捷運新埔站
板橋花市
華翠大橋
中山國中(縣民大道)
