StationName
林口站
竹林山觀音寺
鄉村別墅
歐風大街
林口農會
林口
醒吾科技大學
粉寮路
新生街口
仁愛麗晶
林口區公所
松柏蘆
仁愛東湖路口
林口高中
運動公園
麗園一街
麗園一街(東勢市場)
麗園國小
忠孝路口C
忠孝路口B
林口三井
安敦新世界
文化二路一段郵局
華夏大飯店
醫學大樓
長庚醫院
國道1號41Km(虛擬站不停靠)
高公局
國道1號33Km(虛擬站不停靠)
啟聰學校
酒泉重慶路口
大龍峒保安宮
庫倫街
庫倫街口
民族承德路口
大同國小
成淵高中
民生西路口
