StationName
三重客運五股站
冷水坑
隆德橋
張厝
集會所
茶場
活動中心
五龍里
五林路口
五林路口
五龍里
活動中心
茶場
集會所
張厝
隆德橋
冷水坑
五股站
陸光國宅一
陸光國宅
五福社區
社區活動中心
永豐商業銀行
立體停車場(五股公有市場)
中興路三段
親水公園
更寮
敏雄商行
中興路二段
鴨母港
和泰新村
褒仔寮
穀保家商
仙公廟
博愛新村(三民街)
三重商工(三民街)
東海中學
三民街
三重區公所(新北大道)
聯合醫院(三重院區)
大同路口
天台廣場
捷運台北橋站
三重派出所(重新路)
涼州重慶路口
民生重慶路口
朝陽公園(鈕釦街)
圓環(重慶)
後車站
臺北車站(鄭州)
