StationName
三峽一站
新興街口
學成大成路口
大學學成路口
學勤路
大學風呂(學勤路)
森林公園
上善若水社區
國道3號46Km(虛擬站不停靠)
國道3號35Km(虛擬站不停靠)
國道3號20Km(虛擬站不停靠)
松壽路口
市政府(松高)
興雅國中
