0.00,0.0010
0.02,0.0015
0.04,0.0035
0.06,0.0011
0.08,0.0012
0.10,0.0008
0.12,0.0014
0.14,0.0001
0.16,0.0001
0.18,0.0032
0.20,0.0020
0.22,0.0029
0.24,0.0010
0.26,0.0049
0.28,0.0029
0.30,0.0028
0.32,-0.0016
0.34,-0.0004
0.36,0.0013
0.38,-0.0007
0.40,-0.0003
0.42,-0.0061
0.44,0.0062
0.46,0.0006
0.48,0.0029
0.50,-0.0086
0.52,0.0004
0.54,0.0003
0.56,-0.0041
0.58,-0.0092
0.60,-0.0080
0.62,0.0178
0.64,-0.0145
0.66,-0.0039
0.68,-0.0002
0.70,0.0079
0.72,-0.0006
0.74,-0.0066
0.76,0.0103
0.78,-0.0063
0.80,-0.0008
0.82,0.0003
0.84,-0.0011
0.86,0.0028
0.88,-0.0094
0.90,0.0038
0.92,0.0043
0.94,0.0012
0.96,0.0049
0.98,0.0008
1.00,0.0026
1.02,-0.0045
1.04,0.0132
1.06,-0.0019
1.08,-0.0043
1.10,0.0093
1.12,0.0050
1.14,-0.0070
1.16,-0.0161
1.18,0.0076
1.20,-0.0068
1.22,-0.0038
1.24,-0.0085
1.26,0.0056
1.28,0.0181
1.30,-0.0083
1.32,-0.0172
1.34,-0.0223
1.36,-0.0091
1.38,-0.0038
1.40,-0.0114
1.42,-0.0210
1.44,-0.0035
1.46,0.0076
1.48,0.0032
1.50,-0.0070
1.52,-0.0085
1.54,-0.0013
1.56,-0.0111
1.58,-0.0208
1.60,-0.0045
1.62,-0.0055
1.64,-0.0041
1.66,0.0002
1.68,-0.0049
1.70,0.0053
1.72,0.0200
1.74,-0.0108
1.76,-0.0137
1.78,0.0097
1.80,0.0131
1.82,0.0067
1.84,0.0017
1.86,0.0025
1.88,-0.0043
1.90,-0.0086
1.92,-0.0213
1.94,-0.0051
1.96,-0.0076
1.98,-0.0017
2.00,0.0033
2.02,0.0085
2.04,0.0028
2.06,-0.0177
2.08,-0.0192
2.10,-0.0042
2.12,0.0179
2.14,-0.0278
2.16,-0.0175
2.18,-0.0066
2.20,0.0069
2.22,0.0086
2.24,0.0281
2.26,0.0487
2.28,0.0130
2.30,0.0036
2.32,0.0003
2.34,-0.0004
2.36,-0.0011
2.38,-0.0284
2.40,-0.0062
2.42,0.0248
2.44,-0.0057
2.46,-0.0181
2.48,-0.0502
2.50,-0.0181
2.52,-0.0179
2.54,0.0028
2.56,0.0128
2.58,-0.0222
2.60,-0.0278
2.62,-0.0340
2.64,-0.0312
2.66,-0.0505
2.68,-0.0363
2.70,-0.0292
2.72,-0.0120
2.74,-0.0320
2.76,-0.0411
2.78,-0.0310
2.80,-0.0072
2.82,0.0418
2.84,0.0096
2.86,0.0181
2.88,0.0102
2.90,-0.0140
2.92,-0.0275
2.94,-0.0129
2.96,0.0469
2.98,0.0282
3.00,0.0220
3.02,0.0037
3.04,0.0004
3.06,0.0263
3.08,0.0316
3.10,0.0522
3.12,0.0371
3.14,-0.0185
3.16,-0.0754
3.18,-0.0762
3.20,-0.0154
3.22,0.0528
3.24,0.0676
3.26,0.0817
3.28,0.0385
3.30,-0.0552
3.32,-0.1044
3.34,-0.1030
3.36,-0.0535
3.38,0.0457
3.40,0.1159
3.42,0.0808
3.44,0.0103
3.46,-0.0292
3.48,-0.0087
3.50,0.0171
3.52,0.0223
3.54,0.0346
3.56,0.0723
3.58,0.0603
3.60,0.0474
3.62,0.0368
3.64,0.0127
3.66,0.0200
3.68,0.0267
3.70,-0.0368
3.72,-0.1290
3.74,-0.1748
3.76,-0.1801
3.78,-0.0226
3.80,0.0744
3.82,0.0603
3.84,0.0661
3.86,0.0649
3.88,0.0869
3.90,0.1282
3.92,0.0475
3.94,-0.0682
3.96,-0.0455
3.98,-0.0396
4.00,-0.0275
4.02,0.0723
4.04,0.1593
4.06,0.1378
4.08,0.0563
4.10,0.0496
4.12,0.1108
4.14,0.0726
4.16,-0.0252
4.18,-0.0034
4.20,0.0214
4.22,-0.0244
4.24,-0.0811
4.26,-0.0633
4.28,-0.0653
4.30,-0.0862
4.32,-0.1110
4.34,-0.0573
4.36,0.1102
4.38,0.1834
4.40,0.1633
4.42,0.1327
4.44,0.1558
4.46,0.1634
4.48,0.0992
4.50,-0.0043
4.52,-0.0198
4.54,0.0124
4.56,-0.0040
4.58,-0.0016
4.60,0.0342
4.62,-0.0075
4.64,-0.0690
4.66,-0.1215
4.68,-0.1379
4.70,-0.1119
4.72,-0.1705
4.74,-0.2280
4.76,-0.2084
4.78,-0.0930
4.80,-0.0054
4.82,0.0401
4.84,0.0773
4.86,0.0492
4.88,-0.0418
4.90,-0.1184
4.92,-0.1280
4.94,-0.1165
4.96,-0.0912
4.98,-0.0808
5.00,-0.0135
5.02,0.0686
5.04,0.1467
5.06,0.2250
5.08,0.2698
5.10,0.3079
5.12,0.2289
5.14,0.1368
5.16,0.1192
5.18,0.1124
5.20,0.0872
5.22,0.0330
5.24,-0.0558
5.26,-0.1165
5.28,-0.0388
5.30,0.0391
5.32,0.0443
5.34,0.0427
5.36,0.0499
5.38,0.0126
5.40,-0.0536
5.42,-0.1346
5.44,-0.1519
5.46,-0.0730
5.48,-0.0354
5.50,-0.0312
5.52,-0.0339
5.54,-0.0449
5.56,-0.0877
5.58,-0.1095
5.60,-0.1468
5.62,-0.1778
5.64,-0.1942
5.66,-0.1719
5.68,-0.0496
5.70,0.0430
5.72,0.0954
5.74,0.1712
5.76,0.2172
5.78,0.2081
5.80,0.1711
5.82,0.1247
5.84,0.0661
5.86,0.0205
5.88,-0.0020
5.90,-0.0673
5.92,-0.1463
5.94,-0.1982
5.96,-0.1643
5.98,-0.0934
6.00,-0.0745
6.02,-0.1073
6.04,-0.1309
6.06,-0.0700
6.08,-0.0483
6.10,-0.0904
6.12,-0.1421
6.14,-0.1675
6.16,-0.2092
6.18,-0.2062
6.20,-0.0248
6.22,0.0887
6.24,0.0996
6.26,0.1093
6.28,0.0989
6.30,0.0788
6.32,0.0709
6.34,0.0755
6.36,0.0542
6.38,-0.0020
6.40,-0.0720
6.42,-0.0749
6.44,-0.0177
6.46,-0.0498
6.48,-0.0593
6.50,-0.0195
6.52,-0.0453
6.54,0.0005
6.56,0.0839
6.58,0.1478
6.60,0.1638
6.62,0.1368
6.64,0.1005
6.66,0.0391
6.68,0.0175
6.70,0.0016
6.72,-0.0127
6.74,-0.0145
6.76,-0.0007
6.78,-0.0116
6.80,0.0014
6.82,-0.0049
6.84,-0.0056
6.86,0.0319
6.88,-0.0025
6.90,-0.0207
6.92,-0.0221
6.94,-0.0210
6.96,-0.0624
6.98,-0.1101
7.00,-0.1714
7.02,-0.1546
7.04,-0.0666
7.06,-0.0041
7.08,0.0749
7.10,0.1033
7.12,0.1173
7.14,0.1137
7.16,0.1004
7.18,0.0837
7.20,0.0423
7.22,0.0214
7.24,0.0266
7.26,0.0916
7.28,0.1714
7.30,0.2014
7.32,0.2135
7.34,0.1594
7.36,0.0900
7.38,0.0514
7.40,-0.0332
7.42,-0.1053
7.44,-0.1324
7.46,-0.1415
7.48,-0.1260
7.50,-0.1331
7.52,-0.0989
7.54,0.0582
7.56,0.1712
7.58,0.1454
7.60,0.0770
7.62,0.0483
7.64,0.0454
7.66,0.0020
7.68,-0.0849
7.70,-0.0590
7.72,0.0213
7.74,0.0443
7.76,0.0109
7.78,-0.0337
7.80,-0.0054
7.82,0.0407
7.84,0.0849
7.86,0.0370
7.88,-0.0470
7.90,-0.0273
7.92,0.0361
7.94,0.0303
7.96,-0.0298
7.98,-0.0513
8.00,-0.0628
8.02,-0.0424
8.04,-0.0079
8.06,-0.0492
8.08,-0.0873
8.10,-0.0066
8.12,0.0408
8.14,-0.0429
8.16,-0.1029
8.18,-0.1127
8.20,-0.1222
8.22,-0.0848
8.24,0.0331
8.26,0.0911
8.28,0.0553
8.30,0.0396
8.32,-0.0008
8.34,-0.0780
8.36,-0.1040
8.38,-0.0913
8.40,-0.0513
8.42,-0.0043
8.44,0.0342
8.46,0.0851
8.48,0.1151
8.50,0.0962
8.52,0.0670
8.54,0.0274
8.56,-0.0340
8.58,-0.0411
8.60,-0.0228
8.62,-0.0462
8.64,-0.0942
8.66,-0.1330
8.68,-0.1434
8.70,-0.1110
8.72,-0.0616
8.74,-0.0461
8.76,-0.0379
8.78,-0.0260
8.80,-0.0268
8.82,-0.0160
8.84,0.0214
8.86,0.0616
8.88,0.0183
8.90,-0.0337
8.92,-0.0300
8.94,-0.0093
8.96,0.0041
8.98,-0.0414
9.00,-0.0742
9.02,-0.0744
9.04,-0.0044
9.06,0.0576
9.08,0.0184
9.10,-0.0532
9.12,-0.0652
9.14,-0.0207
9.16,0.0189
9.18,0.0341
9.20,0.0485
9.22,0.0813
9.24,0.0453
9.26,-0.0416
9.28,-0.0601
9.30,-0.0105
9.32,0.0367
9.34,0.0821
9.36,0.1112
9.38,0.1384
9.40,0.1721
9.42,0.1819
9.44,0.1455
9.46,0.0839
9.48,0.0250
9.50,-0.0332
9.52,-0.0499
9.54,-0.0654
9.56,-0.0963
9.58,-0.1079
9.60,-0.0459
9.62,0.0463
9.64,0.0862
9.66,0.0906
9.68,0.1000
9.70,0.1182
9.72,0.0978
9.74,0.0314
9.76,-0.0580
9.78,-0.1285
9.80,-0.1366
9.82,-0.0816
9.84,-0.0386
9.86,-0.0290
9.88,-0.0085
9.90,0.0499
9.92,0.0862
9.94,0.0395
9.96,-0.0320
9.98,-0.0907
10.00,-0.1147
10.02,-0.1053
10.04,-0.0852
10.06,-0.0433
10.08,0.0058
10.10,0.0345
10.12,0.0472
10.14,0.0542
10.16,0.0267
10.18,-0.0208
10.20,-0.0597
10.22,-0.0739
10.24,-0.0464
10.26,-0.0042
10.28,0.0183
10.30,0.0110
10.32,0.0049
10.34,0.0105
10.36,0.0251
10.38,0.0462
10.40,0.0597
10.42,0.0569
10.44,0.0672
10.46,0.1013
10.48,0.1099
10.50,0.0804
10.52,0.0375
10.54,0.0258
10.56,0.0411
10.58,0.0557
10.60,0.0819
10.62,0.0963
10.64,0.0661
10.66,0.0002
10.68,-0.0542
10.70,-0.0706
10.72,-0.0392
10.74,0.0251
10.76,0.0560
10.78,0.0311
10.80,-0.0132
10.82,-0.0566
10.84,-0.0851
10.86,-0.0867
10.88,-0.0637
10.90,-0.0065
10.92,0.0493
10.94,0.0722
10.96,0.0393
10.98,0.0007
11.00,0.0067
11.02,0.0285
11.04,0.0512
11.06,0.0548
11.08,0.0484
11.10,0.0398
11.12,0.0352
11.14,0.0191
11.16,0.0027
11.18,-0.0025
11.20,-0.0299
11.22,-0.0615
11.24,-0.0723
11.26,-0.0670
11.28,-0.0305
11.30,0.0207
11.32,0.0416
11.34,0.0058
11.36,-0.0400
11.38,-0.0437
11.40,-0.0346
11.42,-0.0433
11.44,-0.0727
11.46,-0.0860
11.48,-0.0498
11.50,0.0026
11.52,0.0327
11.54,0.0404
11.56,0.0428
11.58,0.0442
11.60,0.0200
11.62,-0.0259
11.64,-0.0737
11.66,-0.1036
11.68,-0.1092
11.70,-0.1061
11.72,-0.1078
11.74,-0.0942
11.76,-0.0612
11.78,-0.0345
11.80,-0.0182
11.82,-0.0105
11.84,-0.0136
11.86,-0.0380
11.88,-0.0605
11.90,-0.0472
11.92,-0.0166
11.94,-0.0017
11.96,0.0000
11.98,-0.0078
12.00,-0.0148
12.02,-0.0130
12.04,-0.0206
12.06,-0.0185
12.08,0.0029
12.10,0.0081
12.12,-0.0024
12.14,-0.0022
12.16,0.0050
12.18,0.0013
12.20,-0.0067
12.22,-0.0076
12.24,-0.0003
